pipe_id,age,material,diameter,pressure,soil_type,previous_breaks,location_type,leak_reports,failure_risk
3722,65,Concrete,6,143,Rock,2,Residential,11,2
3723,80,Steel,46,142,Loam,4,Rural,0,1
3724,58,Concrete,39,36,Clay,7,Commercial,2,2
3725,2,Copper,18,95,Rock,9,Commercial,12,2
3726,82,Copper,8,30,Rock,5,Residential,12,2
3727,52,PVC,35,70,Loam,0,Residential,7,0
3728,76,Steel,9,90,Loam,1,Industrial,13,2
3729,4,Concrete,40,37,Clay,10,Residential,10,2
3730,17,Steel,27,142,Rock,10,Rural,3,2
3731,57,Concrete,31,38,Sand,2,Residential,2,0
3732,90,Concrete,8,63,Sand,5,Commercial,7,2
3733,100,Concrete,19,146,Rock,7,Rural,4,2
3734,9,Steel,19,104,Rock,4,Industrial,8,2
3735,68,PVC,48,135,Sand,9,Downtown,7,2
3736,25,PVC,22,147,Rock,9,Rural,10,2
3737,96,Copper,10,66,Sand,3,Residential,3,1
3738,61,Copper,36,144,Loam,7,Residential,0,2
3739,56,Steel,8,121,Sand,2,Commercial,2,1
3740,17,PVC,5,66,Loam,4,Industrial,13,2
3741,84,Cast Iron,29,23,Sand,8,Residential,13,2
3742,55,Copper,36,59,Rock,6,Commercial,4,2
3743,72,Concrete,23,126,Sand,2,Downtown,2,1
3744,35,PVC,40,30,Clay,4,Commercial,1,1
3745,75,Cast Iron,21,37,Clay,0,Downtown,2,1
3746,62,PVC,45,59,Sand,6,Downtown,3,2
3747,97,Concrete,13,62,Rock,7,Downtown,1,2
3748,9,PVC,14,110,Sand,7,Residential,10,2
3749,74,Cast Iron,9,103,Sand,9,Residential,13,2
3750,85,Cast Iron,15,87,Clay,2,Commercial,9,2
3751,100,Cast Iron,17,136,Clay,3,Downtown,10,2
3752,47,Copper,39,33,Clay,5,Commercial,12,2
3753,85,PVC,46,150,Rock,7,Residential,0,2
3754,97,Steel,32,132,Rock,2,Rural,14,2
3755,82,Steel,45,75,Sand,9,Downtown,14,2
3756,57,Cast Iron,35,60,Clay,7,Residential,9,2
3757,64,Copper,14,42,Clay,5,Rural,12,2
3758,10,Concrete,17,133,Sand,3,Commercial,13,2
3759,14,Copper,21,97,Rock,10,Rural,5,2
3760,62,Copper,39,21,Rock,5,Residential,15,2
3761,10,Concrete,18,99,Rock,7,Commercial,12,2
3762,13,Steel,44,139,Rock,0,Industrial,12,1
3763,29,PVC,47,48,Loam,5,Downtown,4,1
3764,71,Steel,36,75,Sand,8,Commercial,6,2
3765,3,Concrete,17,96,Clay,2,Commercial,3,1
3766,23,PVC,4,34,Loam,10,Commercial,3,2
3767,18,PVC,14,59,Rock,2,Residential,1,0
3768,39,PVC,26,92,Sand,4,Industrial,3,1
3769,83,Copper,45,88,Sand,1,Commercial,0,0
3770,56,Steel,6,145,Sand,3,Residential,5,1
3771,94,Cast Iron,24,135,Loam,3,Downtown,6,2
3772,97,PVC,12,68,Loam,5,Commercial,8,2
3773,20,Cast Iron,25,144,Loam,3,Downtown,0,1
3774,3,Copper,21,61,Rock,5,Rural,12,2
3775,7,Concrete,17,121,Loam,5,Rural,11,2
3776,28,PVC,10,143,Sand,0,Industrial,0,0
3777,77,Cast Iron,27,47,Loam,4,Residential,4,2
3778,87,Concrete,24,81,Sand,8,Commercial,15,2
3779,83,Copper,20,88,Sand,4,Rural,8,2
3780,16,PVC,12,55,Sand,2,Industrial,0,0
3781,92,Steel,15,36,Sand,1,Residential,7,1
3782,46,Concrete,22,113,Rock,7,Downtown,0,2
3783,32,Steel,43,104,Loam,9,Downtown,13,2
3784,7,Cast Iron,44,108,Rock,0,Commercial,4,1
3785,89,Concrete,31,89,Rock,9,Rural,10,2
3786,94,Copper,41,101,Clay,9,Residential,4,2
3787,8,Concrete,48,35,Rock,1,Downtown,4,0
3788,64,Concrete,44,57,Rock,4,Commercial,10,2
3789,84,Cast Iron,48,112,Clay,5,Industrial,0,2
3790,98,Concrete,7,99,Sand,9,Residential,2,2
3791,75,Concrete,47,142,Sand,7,Residential,15,2
3792,72,Concrete,10,136,Loam,1,Industrial,13,2
3793,23,Copper,26,147,Loam,9,Rural,9,2
3794,20,PVC,46,53,Rock,10,Residential,0,2
3795,83,PVC,27,149,Loam,10,Downtown,6,2
3796,5,Steel,48,134,Clay,9,Commercial,4,2
3797,21,Copper,19,31,Sand,6,Residential,8,2
3798,25,PVC,42,22,Clay,10,Downtown,14,2
3799,52,Steel,19,84,Sand,10,Commercial,7,2
3800,73,PVC,15,72,Rock,6,Rural,11,2
3801,59,Concrete,18,54,Rock,8,Residential,14,2
3802,34,Concrete,4,108,Rock,3,Residential,9,2
3803,30,Cast Iron,15,54,Loam,9,Residential,0,2
3804,4,Cast Iron,27,23,Sand,0,Industrial,3,0
3805,46,Copper,48,140,Sand,4,Industrial,0,1
3806,26,Copper,44,29,Rock,4,Residential,14,2
3807,64,Copper,19,47,Loam,2,Rural,2,0
3808,32,Concrete,42,22,Clay,1,Industrial,11,1
3809,92,PVC,32,75,Loam,6,Commercial,14,2
3810,98,Steel,5,141,Sand,1,Residential,14,2
3811,22,Steel,17,30,Loam,9,Residential,5,2
3812,69,Cast Iron,48,66,Loam,5,Commercial,4,2
3813,22,Cast Iron,38,55,Clay,8,Residential,11,2
3814,90,PVC,20,73,Rock,5,Commercial,11,2
3815,75,Copper,41,140,Clay,9,Downtown,13,2
3816,10,Copper,16,34,Rock,4,Industrial,11,2
3817,82,PVC,20,80,Loam,7,Commercial,0,1
3818,32,Concrete,21,115,Clay,3,Rural,15,2
3819,74,Concrete,29,120,Rock,7,Residential,8,2
3820,6,Cast Iron,15,132,Loam,3,Industrial,14,2
3821,65,Concrete,24,111,Rock,4,Downtown,15,2
3822,43,Steel,45,23,Clay,10,Rural,14,2
3823,48,PVC,38,69,Clay,1,Industrial,2,0
3824,80,Cast Iron,23,132,Loam,9,Rural,12,2
3825,78,Concrete,17,31,Loam,9,Industrial,10,2
3826,6,PVC,22,126,Sand,1,Commercial,2,0
3827,22,Concrete,32,128,Rock,10,Rural,12,2
3828,56,Copper,28,74,Clay,8,Industrial,5,2
3829,79,Concrete,48,120,Loam,9,Residential,14,2
3830,45,Cast Iron,31,101,Loam,3,Residential,8,2
3831,70,PVC,18,112,Clay,9,Industrial,2,2
3832,4,PVC,14,67,Loam,2,Rural,8,1
3833,6,Steel,37,51,Sand,0,Residential,2,0
3834,29,Copper,37,71,Rock,5,Residential,12,2
3835,6,Cast Iron,19,145,Loam,7,Residential,8,2
3836,90,PVC,34,81,Sand,4,Downtown,15,2
3837,37,Steel,12,107,Rock,3,Rural,8,2
3838,35,PVC,43,32,Rock,0,Industrial,2,0
3839,50,Steel,8,59,Sand,7,Commercial,3,2
3840,91,PVC,27,28,Clay,6,Commercial,9,2
3841,83,Steel,25,133,Clay,2,Downtown,2,1
3842,83,Concrete,16,37,Loam,3,Rural,0,1
3843,38,Concrete,11,95,Clay,5,Downtown,12,2
3844,82,Cast Iron,31,66,Rock,9,Industrial,11,2
3845,4,Copper,24,64,Loam,9,Downtown,10,2
3846,68,PVC,8,137,Loam,9,Downtown,14,2
3847,6,Concrete,47,38,Sand,0,Commercial,3,0
3848,78,Steel,8,37,Sand,7,Downtown,10,2
3849,31,PVC,43,132,Sand,8,Downtown,10,2
3850,76,Concrete,27,100,Loam,1,Residential,4,1
3851,53,Copper,23,92,Loam,2,Rural,13,1
3852,5,PVC,47,61,Sand,5,Industrial,14,2
3853,99,Steel,32,45,Rock,4,Rural,5,2
3854,38,Steel,33,73,Loam,0,Residential,13,1
3855,9,Cast Iron,33,71,Loam,1,Industrial,1,0
3856,7,PVC,12,32,Rock,3,Industrial,12,1
3857,17,Concrete,15,51,Clay,9,Rural,10,2
3858,64,PVC,26,49,Clay,0,Rural,5,0
3859,4,Concrete,20,81,Loam,8,Commercial,0,2
3860,37,Cast Iron,7,144,Rock,8,Downtown,9,2
3861,36,Copper,35,65,Sand,8,Commercial,1,2
3862,83,PVC,27,148,Sand,5,Downtown,3,2
3863,68,Concrete,4,60,Loam,8,Commercial,3,2
3864,28,Copper,22,95,Clay,1,Downtown,7,1
3865,80,Copper,34,117,Loam,10,Residential,3,2
3866,13,Cast Iron,28,134,Sand,8,Residential,11,2
3867,40,Copper,18,146,Loam,2,Rural,6,1
3868,91,Copper,24,107,Clay,6,Rural,8,2
3869,93,Concrete,12,116,Loam,7,Downtown,12,2
3870,57,Cast Iron,28,107,Rock,1,Rural,9,2
3871,6,Cast Iron,33,80,Clay,4,Rural,15,2
3872,83,Steel,19,98,Rock,1,Commercial,13,2
3873,21,PVC,8,95,Loam,4,Industrial,3,1
3874,44,Cast Iron,4,144,Sand,5,Commercial,11,2
3875,66,Copper,17,95,Clay,1,Downtown,10,1
3876,59,Steel,8,30,Rock,9,Industrial,0,2
3877,2,Steel,11,147,Clay,3,Downtown,12,2
3878,88,Steel,11,79,Rock,9,Commercial,14,2
3879,64,Cast Iron,25,74,Clay,4,Residential,10,2
3880,81,Steel,37,149,Sand,6,Industrial,7,2
3881,60,PVC,17,50,Rock,4,Industrial,9,2
3882,71,Copper,12,61,Loam,10,Downtown,4,2
3883,20,Steel,6,83,Rock,5,Commercial,6,2
3884,51,Steel,11,31,Loam,2,Industrial,2,1
3885,23,Copper,48,64,Sand,4,Rural,0,0
3886,2,Concrete,41,30,Clay,2,Downtown,11,1
3887,77,PVC,41,60,Rock,4,Industrial,3,1
3888,60,Copper,13,30,Rock,10,Residential,8,2
3889,65,PVC,43,120,Clay,9,Industrial,6,2
3890,47,Cast Iron,26,78,Rock,2,Rural,0,1
3891,98,PVC,14,57,Clay,4,Downtown,9,2
3892,71,Copper,30,89,Clay,7,Industrial,13,2
3893,39,PVC,25,100,Clay,0,Industrial,15,1
3894,50,Concrete,39,48,Sand,0,Commercial,0,0
3895,41,PVC,11,113,Loam,6,Commercial,11,2
3896,38,Cast Iron,5,85,Clay,8,Downtown,1,2
3897,71,Concrete,46,109,Loam,9,Residential,2,2
3898,48,Cast Iron,45,49,Loam,4,Commercial,10,2
3899,11,Cast Iron,27,56,Rock,2,Commercial,15,2
3900,90,Cast Iron,6,56,Sand,0,Industrial,14,2
3901,32,Copper,14,140,Loam,5,Downtown,1,1
3902,13,Concrete,7,84,Rock,9,Rural,0,2
3903,53,PVC,19,84,Sand,10,Downtown,15,2
3904,19,PVC,8,62,Rock,3,Commercial,0,0
3905,33,Steel,6,35,Sand,6,Residential,11,2
3906,88,Steel,12,57,Loam,9,Residential,8,2
3907,79,Copper,8,24,Clay,8,Industrial,9,2
3908,63,Concrete,33,37,Sand,5,Industrial,3,1
3909,99,Concrete,34,125,Clay,5,Rural,14,2
3910,28,Copper,35,74,Sand,3,Residential,0,0
3911,44,PVC,13,146,Rock,2,Downtown,12,2
3912,28,Steel,25,120,Clay,0,Commercial,6,1
3913,53,Cast Iron,24,78,Sand,7,Industrial,12,2
3914,74,Concrete,16,120,Rock,10,Commercial,7,2
3915,26,Cast Iron,21,54,Rock,7,Industrial,8,2
3916,31,Concrete,26,53,Loam,5,Rural,11,2
3917,91,Concrete,26,76,Sand,7,Commercial,6,2
3918,99,Copper,13,36,Clay,8,Commercial,11,2
3919,21,Cast Iron,18,120,Loam,6,Rural,7,2
3920,58,PVC,4,99,Rock,7,Residential,15,2
3921,20,PVC,41,31,Loam,10,Residential,7,2
3922,54,PVC,10,45,Rock,8,Industrial,15,2
3923,17,Cast Iron,45,128,Sand,5,Rural,12,2
3924,98,Cast Iron,19,140,Loam,6,Residential,0,2
3925,68,Concrete,12,61,Clay,9,Commercial,6,2
3926,33,Steel,44,91,Sand,6,Residential,14,2
3927,86,Concrete,41,145,Clay,4,Residential,12,2
3928,16,Copper,24,76,Sand,10,Downtown,12,2
3929,95,PVC,5,70,Rock,0,Residential,1,0
3930,81,Steel,39,72,Sand,3,Industrial,11,2
3931,28,Concrete,5,83,Sand,4,Rural,15,2
3932,20,Cast Iron,8,104,Rock,2,Rural,5,1
3933,28,Copper,11,85,Loam,6,Industrial,1,1
3934,39,Steel,40,92,Clay,7,Industrial,0,2
3935,42,Concrete,43,41,Loam,2,Residential,0,0
3936,7,PVC,46,56,Rock,0,Downtown,1,0
3937,51,Copper,15,150,Loam,9,Residential,7,2
3938,71,PVC,37,107,Rock,1,Rural,13,1
3939,78,Copper,14,107,Loam,6,Residential,10,2
3940,73,Steel,32,98,Clay,9,Commercial,7,2
3941,55,Copper,33,71,Loam,10,Rural,2,2
3942,45,Cast Iron,43,36,Loam,4,Downtown,4,2
3943,39,Cast Iron,31,80,Rock,10,Downtown,13,2
3944,22,Steel,6,62,Loam,4,Industrial,9,2
3945,88,Steel,31,111,Rock,1,Commercial,1,1
3946,10,Cast Iron,18,124,Clay,7,Rural,10,2
3947,34,PVC,41,65,Rock,9,Industrial,8,2
3948,89,PVC,21,135,Rock,10,Industrial,2,2
3949,55,Concrete,45,60,Loam,10,Rural,14,2
3950,47,Concrete,30,122,Loam,9,Commercial,7,2
3951,19,Steel,27,70,Rock,9,Commercial,13,2
3952,43,Steel,19,147,Rock,9,Residential,5,2
3953,70,Cast Iron,7,113,Sand,8,Commercial,4,2
3954,21,PVC,21,147,Loam,5,Downtown,8,2
3955,51,Cast Iron,32,127,Loam,4,Rural,8,2
3956,80,PVC,40,89,Rock,1,Rural,3,1
3957,92,Concrete,4,113,Sand,8,Downtown,9,2
3958,33,PVC,43,78,Loam,9,Commercial,4,2
3959,68,Steel,14,64,Loam,6,Industrial,14,2
3960,83,PVC,29,23,Loam,9,Downtown,15,2
3961,29,PVC,9,50,Rock,8,Rural,14,2
3962,15,Cast Iron,48,147,Sand,10,Commercial,11,2
3963,26,Concrete,16,147,Rock,3,Rural,9,2
3964,4,Steel,11,125,Clay,3,Rural,0,1
3965,2,Steel,25,74,Clay,10,Industrial,10,2
3966,100,Steel,41,104,Sand,5,Rural,9,2
3967,73,Steel,45,97,Loam,8,Industrial,14,2
3968,64,PVC,6,94,Clay,0,Industrial,9,1
3969,55,Cast Iron,4,111,Rock,7,Downtown,14,2
3970,53,Concrete,9,68,Loam,7,Residential,11,2
3971,4,Concrete,23,118,Sand,5,Commercial,2,1
3972,70,Concrete,21,43,Sand,7,Commercial,0,1
3973,43,Cast Iron,45,89,Rock,8,Downtown,3,2
3974,47,Concrete,33,99,Sand,0,Industrial,11,1
3975,35,Concrete,38,80,Rock,4,Industrial,11,2
3976,13,PVC,46,102,Rock,9,Commercial,3,2
3977,90,Copper,12,132,Loam,2,Industrial,7,1
3978,89,Concrete,46,54,Loam,6,Industrial,1,2
3979,69,Cast Iron,24,65,Rock,3,Residential,15,2
3980,34,Cast Iron,21,132,Sand,0,Residential,12,1
3981,59,PVC,13,53,Loam,9,Rural,4,2
3982,30,Copper,13,131,Sand,4,Residential,4,1
3983,47,Copper,7,85,Rock,2,Industrial,2,1
3984,77,Concrete,23,26,Rock,3,Industrial,5,1
3985,86,Copper,27,27,Loam,10,Rural,1,2
3986,93,Steel,30,143,Rock,5,Residential,13,2
3987,51,Cast Iron,19,82,Clay,0,Downtown,8,1
3988,12,Concrete,28,68,Loam,7,Residential,10,2
3989,49,Steel,15,64,Rock,3,Residential,10,2
3990,39,Copper,14,67,Clay,8,Commercial,6,2
3991,78,PVC,31,76,Sand,9,Rural,10,2
3992,3,Steel,6,56,Loam,10,Commercial,2,2
3993,90,Cast Iron,37,98,Sand,4,Residential,9,2
3994,59,Cast Iron,10,135,Rock,5,Industrial,11,2
3995,24,Steel,9,65,Rock,8,Downtown,12,2
3996,11,Concrete,13,104,Loam,8,Commercial,2,2
3997,89,Steel,34,47,Loam,3,Downtown,3,1
3998,67,Copper,45,73,Rock,3,Rural,13,2
3999,29,Copper,24,131,Sand,10,Residential,14,2
4000,24,Cast Iron,12,110,Sand,1,Commercial,9,1
4001,2,Cast Iron,18,50,Rock,4,Residential,6,1
4002,56,Cast Iron,38,74,Loam,7,Residential,5,2
4003,54,Concrete,24,79,Sand,8,Downtown,1,2
4004,15,Cast Iron,32,42,Clay,10,Rural,11,2
4005,63,Copper,29,148,Sand,1,Commercial,5,1
4006,93,Concrete,45,41,Sand,4,Residential,10,2
4007,80,Concrete,40,79,Loam,8,Commercial,7,2
4008,37,Copper,23,131,Rock,0,Commercial,8,1
4009,26,Copper,45,137,Rock,7,Downtown,11,2
4010,20,PVC,37,60,Sand,6,Industrial,5,1
4011,58,PVC,46,78,Loam,0,Downtown,13,1
4012,94,Copper,6,147,Loam,10,Rural,15,2
4013,22,PVC,8,136,Clay,9,Downtown,15,2
4014,10,Copper,38,41,Loam,10,Downtown,15,2
4015,48,Concrete,25,117,Sand,0,Commercial,0,0
4016,24,Concrete,38,66,Loam,2,Downtown,6,1
4017,76,Cast Iron,19,36,Clay,2,Industrial,4,1
4018,61,Concrete,24,32,Loam,7,Residential,14,2
4019,99,Steel,25,129,Loam,8,Downtown,12,2
4020,31,PVC,32,124,Loam,2,Industrial,1,0
4021,67,PVC,13,96,Sand,10,Commercial,1,2
4022,2,PVC,12,45,Sand,1,Residential,15,1
4023,31,Steel,45,99,Clay,0,Commercial,7,1
4024,71,Copper,46,150,Sand,3,Commercial,1,1
4025,49,Concrete,35,20,Sand,5,Downtown,12,2
4026,69,Concrete,47,46,Clay,5,Residential,3,2
4027,67,Copper,33,123,Rock,10,Industrial,14,2
4028,21,Copper,34,35,Loam,10,Rural,8,2
4029,49,Copper,40,46,Rock,10,Downtown,2,2
4030,27,Copper,43,59,Loam,7,Rural,3,1
4031,14,Steel,26,100,Rock,3,Downtown,6,1
4032,56,Cast Iron,33,78,Rock,1,Industrial,0,1
4033,13,Concrete,18,146,Loam,4,Downtown,1,1
4034,52,PVC,30,119,Loam,6,Residential,0,1
4035,34,Concrete,23,39,Sand,4,Downtown,6,1
4036,77,PVC,48,148,Sand,9,Rural,11,2
4037,91,PVC,30,121,Rock,10,Residential,6,2
4038,65,Concrete,11,90,Clay,2,Residential,11,2
4039,100,Cast Iron,26,101,Clay,9,Residential,10,2
4040,70,Concrete,17,28,Loam,2,Rural,5,1
4041,6,PVC,37,88,Clay,10,Downtown,9,2
4042,84,Cast Iron,48,93,Clay,4,Rural,6,2
4043,52,Cast Iron,45,138,Rock,8,Commercial,9,2
4044,15,Copper,44,85,Sand,0,Downtown,15,1
4045,62,Steel,41,46,Rock,2,Rural,8,1
4046,94,Concrete,47,23,Sand,0,Residential,10,1
4047,61,PVC,23,42,Rock,9,Downtown,4,2
4048,52,Steel,16,74,Clay,6,Downtown,1,2
4049,89,PVC,18,30,Clay,4,Downtown,10,2
4050,99,Cast Iron,28,21,Sand,8,Industrial,2,2
4051,92,Cast Iron,43,117,Sand,3,Downtown,2,2
4052,5,Copper,31,90,Clay,8,Residential,10,2
4053,39,PVC,15,41,Loam,7,Industrial,8,2
4054,20,Concrete,31,109,Sand,0,Rural,6,0
4055,26,Concrete,43,65,Clay,0,Residential,15,1
4056,24,Copper,38,30,Rock,3,Residential,14,1
4057,17,PVC,22,141,Loam,6,Industrial,10,2
4058,57,PVC,13,97,Loam,1,Commercial,8,1
4059,3,Cast Iron,44,93,Rock,3,Commercial,6,1
4060,61,Concrete,32,106,Rock,6,Rural,14,2
4061,26,Concrete,34,91,Rock,8,Commercial,9,2
4062,20,Concrete,11,133,Clay,0,Downtown,4,1
4063,35,PVC,46,97,Loam,0,Residential,4,0
4064,95,PVC,21,134,Clay,4,Commercial,15,2
4065,33,PVC,42,91,Clay,7,Residential,8,2
4066,1,PVC,26,43,Sand,4,Industrial,3,1
4067,13,Concrete,37,30,Rock,1,Commercial,1,0
4068,69,Steel,25,123,Rock,7,Downtown,4,2
4069,34,Steel,18,33,Clay,7,Downtown,13,2
4070,13,Concrete,43,150,Clay,5,Residential,12,2
4071,77,Steel,27,43,Rock,3,Downtown,12,2
4072,44,Copper,9,122,Sand,6,Commercial,6,2
4073,100,Copper,36,138,Loam,0,Commercial,0,0
4074,27,Cast Iron,30,85,Clay,2,Commercial,0,1
4075,55,Concrete,26,139,Rock,0,Industrial,14,2
4076,97,PVC,27,26,Rock,0,Rural,13,1
4077,91,Steel,19,146,Loam,5,Rural,7,2
4078,38,Concrete,30,38,Rock,1,Residential,9,1
4079,15,Cast Iron,39,20,Sand,1,Rural,1,0
4080,43,PVC,19,95,Rock,4,Rural,5,1
4081,38,Copper,38,121,Clay,1,Downtown,15,2
4082,89,PVC,14,60,Sand,6,Downtown,15,2
4083,11,Cast Iron,18,88,Rock,8,Residential,1,2
4084,35,Steel,27,57,Loam,9,Residential,1,2
4085,82,PVC,28,36,Clay,7,Rural,5,2
4086,4,Steel,9,31,Sand,5,Rural,4,1
4087,26,Copper,21,130,Sand,8,Industrial,13,2
4088,16,Copper,10,43,Loam,0,Downtown,8,0
4089,48,Steel,35,26,Rock,9,Industrial,7,2
4090,74,Concrete,18,123,Rock,2,Industrial,13,2
4091,37,Concrete,14,23,Loam,10,Residential,11,2
4092,60,Copper,12,47,Rock,4,Commercial,8,1
4093,86,Cast Iron,38,120,Sand,8,Residential,9,2
4094,91,Concrete,26,74,Sand,8,Downtown,5,2
4095,37,Steel,16,140,Clay,8,Rural,5,2
4096,38,PVC,35,122,Rock,1,Residential,9,1
4097,83,Copper,16,124,Rock,1,Industrial,14,2
4098,46,Concrete,45,117,Loam,7,Industrial,6,2
4099,3,Copper,31,73,Loam,7,Industrial,1,1
4100,17,PVC,12,144,Sand,7,Commercial,11,2
4101,88,Steel,32,59,Loam,9,Industrial,3,2
4102,79,Concrete,39,111,Clay,4,Commercial,13,2
4103,71,Copper,31,68,Sand,7,Industrial,2,2
4104,35,Steel,41,46,Loam,8,Rural,6,2
4105,4,Concrete,10,87,Sand,8,Industrial,12,2
4106,63,Cast Iron,34,54,Sand,6,Industrial,5,2
4107,55,Concrete,28,71,Loam,2,Downtown,2,1
4108,63,Copper,21,93,Loam,8,Residential,10,2
4109,35,Concrete,36,25,Clay,6,Residential,3,2
4110,94,PVC,41,50,Sand,8,Industrial,10,2
4111,59,Steel,19,101,Rock,3,Downtown,13,2
4112,99,Cast Iron,9,74,Loam,4,Rural,0,1
4113,97,Steel,16,81,Sand,6,Rural,7,2
4114,74,Steel,32,74,Rock,1,Industrial,2,1
4115,24,Concrete,4,76,Sand,4,Rural,12,2
4116,52,Concrete,30,68,Clay,7,Industrial,15,2
4117,84,Steel,21,91,Rock,8,Downtown,11,2
4118,11,Steel,28,76,Rock,6,Residential,15,2
4119,54,PVC,48,78,Rock,5,Residential,15,2
4120,88,Cast Iron,4,59,Clay,2,Rural,13,2
4121,63,PVC,38,94,Sand,6,Commercial,8,2
4122,62,Concrete,39,143,Clay,0,Industrial,0,1
4123,45,Concrete,9,76,Sand,0,Downtown,5,1
4124,15,Cast Iron,20,148,Sand,8,Downtown,14,2
4125,24,Steel,44,145,Sand,10,Downtown,3,2
4126,11,Cast Iron,27,79,Clay,2,Rural,8,1
4127,74,Cast Iron,41,80,Clay,7,Industrial,1,2
4128,50,Cast Iron,31,136,Clay,8,Downtown,3,2
4129,8,PVC,4,112,Loam,4,Rural,1,1
4130,60,Concrete,23,143,Loam,3,Rural,6,1
4131,75,PVC,32,115,Rock,4,Residential,5,1
4132,84,Concrete,29,66,Clay,8,Downtown,9,2
4133,11,Copper,44,40,Clay,4,Rural,15,2
4134,3,Copper,14,41,Loam,2,Industrial,4,0
4135,47,Cast Iron,10,111,Rock,4,Rural,5,2
4136,94,PVC,39,106,Sand,1,Residential,13,1
4137,18,PVC,43,57,Clay,0,Downtown,7,1
4138,42,Copper,11,89,Clay,5,Industrial,6,2
4139,23,PVC,10,89,Loam,10,Rural,0,2
4140,91,Copper,33,66,Sand,3,Industrial,4,1
4141,14,PVC,20,128,Rock,5,Rural,13,2
4142,11,Cast Iron,6,121,Loam,9,Industrial,1,2
4143,9,Concrete,46,149,Rock,10,Downtown,11,2
4144,98,Steel,13,150,Sand,6,Residential,2,2
4145,81,Steel,21,62,Loam,0,Rural,1,0
4146,27,PVC,12,73,Sand,5,Rural,4,1
4147,22,Copper,10,110,Sand,9,Rural,9,2
4148,27,Steel,23,29,Sand,8,Industrial,4,2
4149,60,PVC,8,114,Sand,10,Commercial,10,2
4150,38,Copper,14,21,Clay,9,Industrial,11,2
4151,82,Cast Iron,27,48,Loam,7,Industrial,3,2
4152,63,Concrete,32,38,Loam,8,Downtown,2,2
4153,84,Copper,44,126,Loam,8,Residential,6,2
4154,36,Copper,38,59,Loam,7,Industrial,0,1
4155,57,Copper,47,146,Sand,4,Residential,14,2
4156,74,Cast Iron,38,22,Rock,7,Industrial,10,2
4157,13,PVC,6,21,Loam,7,Industrial,9,2
4158,53,Steel,8,57,Loam,3,Residential,10,2
4159,48,PVC,29,29,Loam,7,Commercial,7,2
4160,73,Steel,4,70,Loam,9,Industrial,12,2
4161,23,Steel,38,79,Rock,4,Industrial,9,2
4162,61,Steel,46,100,Sand,7,Downtown,7,2
4163,93,PVC,39,139,Sand,1,Residential,2,1
4164,7,Copper,11,87,Rock,8,Residential,10,2
4165,38,PVC,13,93,Rock,5,Downtown,8,2
4166,96,Concrete,45,35,Rock,8,Downtown,5,2
4167,68,PVC,41,141,Rock,5,Industrial,5,2
4168,72,PVC,32,85,Loam,1,Residential,10,1
4169,99,PVC,47,34,Rock,5,Residential,2,1
4170,94,Concrete,14,87,Loam,3,Commercial,7,1
4171,5,PVC,23,77,Sand,1,Industrial,4,0
4172,47,PVC,10,97,Rock,8,Commercial,7,2
4173,16,Concrete,48,67,Rock,7,Commercial,5,2
4174,54,Steel,34,96,Clay,3,Residential,3,1
4175,58,PVC,21,45,Sand,3,Rural,1,0
4176,90,Steel,5,145,Loam,0,Downtown,3,1
4177,72,Cast Iron,26,134,Rock,0,Industrial,12,2
4178,17,Copper,39,98,Clay,4,Industrial,13,2
4179,7,Steel,18,56,Rock,6,Industrial,1,1
4180,96,Steel,28,25,Loam,3,Industrial,0,1
4181,51,PVC,30,131,Clay,4,Commercial,4,1
4182,88,Copper,4,72,Clay,6,Rural,11,2
4183,8,PVC,26,33,Sand,2,Industrial,14,1
4184,4,Steel,18,59,Sand,4,Residential,5,1
4185,27,Copper,36,60,Loam,1,Commercial,9,1
4186,15,PVC,48,123,Sand,2,Residential,9,1
4187,25,Copper,13,72,Rock,0,Downtown,3,0
4188,86,PVC,39,56,Clay,9,Residential,4,2
4189,7,Cast Iron,14,54,Rock,10,Rural,3,2
4190,32,Concrete,21,86,Clay,0,Rural,12,1
4191,13,Cast Iron,12,25,Sand,9,Industrial,15,2
4192,13,Cast Iron,7,64,Clay,8,Commercial,8,2
4193,61,Concrete,8,138,Loam,1,Residential,0,0
4194,85,Concrete,37,64,Rock,3,Residential,14,2
4195,60,Cast Iron,47,130,Clay,3,Rural,8,2
4196,31,Copper,45,148,Clay,3,Rural,5,1
4197,77,Steel,28,49,Sand,7,Commercial,12,2
4198,1,Concrete,46,84,Rock,1,Industrial,1,0
4199,80,PVC,29,37,Clay,8,Rural,7,2
4200,32,Steel,44,102,Clay,6,Industrial,7,2
4201,43,PVC,31,49,Rock,4,Downtown,0,1
4202,76,Concrete,44,44,Loam,3,Rural,11,2
4203,51,Concrete,5,88,Rock,4,Residential,0,1
4204,66,Cast Iron,24,136,Clay,6,Residential,14,2
4205,56,PVC,42,139,Sand,6,Commercial,9,2
4206,27,Cast Iron,20,124,Clay,3,Downtown,12,2
4207,11,Cast Iron,29,91,Loam,1,Commercial,14,2
4208,62,Cast Iron,15,72,Loam,8,Commercial,11,2
4209,95,Copper,14,90,Clay,2,Downtown,10,2
4210,82,Cast Iron,48,103,Rock,4,Industrial,12,2
4211,98,Cast Iron,15,32,Sand,9,Residential,15,2
4212,84,Steel,40,24,Rock,2,Residential,9,1
4213,75,Concrete,4,77,Loam,3,Commercial,12,2
